Ticker,Year,NET_INCOME,SALES_REV_TURN,CF_FREE_CASH_FLOW,TOT_STK_AWARDS_GIVEN_TO_EXECS,TOT_TOP_3_HIGHEST_STK_AW_AMT,2ND_HIGHEST_STK_AWARDS_AMT,2ND_HIGHEST_ALL_OTH_COMP_AMT_AW,3RD_HIGHEST_ALL_OTH_COMP_AMT_AW,2ND_HIGHEST_TOT_COMP_AMT_AW,SUSTAINALYTICS_SOCIAL_PERCENTILE,SUSTAINALYTICS_ENVIRONMENT_PCT,GICS Sector,State,
WLTW,2015,89.8,957.4,52.2,8760864,7635523,2350393,3898297.5,2659341.5,5022235,33.2012456,60.43475867,Financials, United Kingdom,
WYN,2015,138.4,1353.2,160.2,16231250,10881250,2700000,4756018,4315760.5,5230835.5,89.04194825,67.43008215,Consumer Cyclical,New Jersey,
WYNN,2015,60.9272,1042.7716,-366.5558,14956837.5,13531837.5,2579400,3331739,2487170.5,4687892.5,18.4304267,15.00474185,Consumer Discretionary, Nevada,
XEL,2015,236.1648,2790.6228,-182.3014,10175969,8268773.5,1160055,2405902.5,2244750.5,2980902.5,77.17693168,60.48696683,Utilities, Minnesota,
XRX,2015,131.8,4274.2,330.8,33751865.5,21201824,5126805.5,5663428.5,5260654,6385176,84.81318305,97.45645679,Information Technology, Connecticut,
XLNX,2015,136.5453333,547.8266667,164.6836667,9820626,6672630,1192360,1564449,1559653,2044449,66.35734566,17.11439404,Information Technology, California,
XYL,2015,87.2,939,93.4,7643900.5,6236226,1554011,1810764.5,1457691.5,2150901,76.15868776,55.80634107,Industrials, New York,
YUM,2015,323.25,2782.5,291.5,3309180,2284067,750020,6388761,4241172,7493376,60.68219116,52.32882273,Consumer Discretionary, Kentucky,
ZBH,2015,60.16,1444.14,132.4,7838675,6323790.5,1699878,3705728,2338548,4149408.5,61.14549858,66.61060231,Health Care, Indiana,
ZTS,2015,93,1217,155.2,6355806,4864890,999972.5,2632461,1921354.5,3050827.5,68.24493662,25.54180795,Health Care, New Jersey,
MMM,2014,1211.8,7878,1316.6,12398142,8385209,2097098,5064930.5,4194374.5,5808526,100,84.54545455,Industrials, Minnesota,
ABT,2014,574.6,5063.8,783.8804,11360639,9305965.5,1748110,5603615,3517949,6594791,62.19169203,74.17578149,Health Care, Illinois,
ABBV,2014,580.4,5014.2,806.2,20745906.5,16366804,5132898.5,8067647,6421784.5,9269522,74.01073609,52.95532513,Health Care, Illinois,
ACN,2014,755.2955,8104.55975,965.74575,20705722,16724527,2573240,3594177,3458174,5290788,91.12117479,90.56090648,Information Technology, Ireland,
ATVI,2014,201.8,1185.4,417.6,8296709,8296709,1323700,5511994,4368935.5,6709675,24.99239314,2.499340265,Information Technology, California,
ADBE,2014,63.38775,1036.76625,284.7875,31895135,24690845,4888190,5525938,5012848,6146771,94.20655071,90.81607812,Information Technology, California,
AES,2014,112.6,4189.2,-18.8,7980260,6535063,1241293.5,2320169.5,2104882,2970169.5,10.99239819,14.794442,Utilities, Virginia,
AET,2014,481.94,14237.18,695.96,22031408.5,16790845.5,3679449.5,6471804,4073409.5,7313949.5,94.10777693,71.02158685,Health Care, Connecticut,
AMG,2014,122.06,620.98,323.82,17375000,15000000,4225000,7109728.5,5863154,7609728.5,0.498898117,0.210882867,Financials, Massachusetts,
AFL,2014,725.2,5705.8,1987.6,12763314,10474614,2342731,6760107,4507390.5,7723407,66.19577413,55.16665241,Financials, Georgia,
A,2014,126,1012,131.5,13127209,11075003,2332309,5464018,3924690,6259851,94.81759952,90.50837,Health Care, California,
APD,2014,263.26,2599.96,166.1,7604470,6229592,756172,9894328,3161014,10189713,83.56530994,83.40615454,Materials, Pennsylvania,
AKAM,2014,82.8594,479.9708,89.768,15939754,12149869.5,2699945.5,3830629.5,3825376.5,4335626,47.61075244,70.93695939,Information Technology, Massachusetts,
ALB,2014,57.8498,617.0366,95.4106,6067625.5,5092108.5,774695.5,1710500,1208222.5,1992605.5,71.72492381,35.03969886,Materials, Louisiana,
ALXN,2014,127.584,535.1284,140.636,17054773,12133846.5,3166448.5,7484353,5560523.5,8112853,21.66666513,15.08373891,Health Care, Connecticut,
AGN,2014,-355.78,2533.6,519.12,51779090,35277181.5,13820447,20750560,8278086.5,21630880.5,18.149773,30.71086372,Health Care, Ireland,
ADS,2014,124.8562,1288.8182,269.3074,11677309,8740601.5,1988995,2855150.5,2539447.5,3371749.5,38.15476029,18.27600972,Information Technology, Texas,
LNT,2014,92.28,836.58,-32.26,3764563,3267586.5,627579.5,1940517,924635.5,2366659,43.58030723,29.03400644,Utilities, Wisconsin,
ALL,2014,734.2,8806.2,805.6,6740005.5,5839994,1050003,4563573.5,3867791,5195977,62.64665386,74.36503865,Financials, Illinois,
MO,2014,1111.6,4469.8,1171.6,11699695.5,8774554,1800020,6996370.5,6387777,7909962,66.69857248,60.0900829,Consumer Staples, Virginia,
AMZN,2014,-0.4,22915,1329.4,14141991.5,11242438,3750834,3780386.5,3347344.5,3947886.5,55.70473386,47.82308202,Consumer Discretionary, Washington,
AEE,2014,124.6,1475,-75.2,9416359,6628565,1993674.5,4151507.5,1756087,4802052,37.49153691,13.66797233,Utilities, Missouri,
AEP,2014,396,4089.2,30.66,13332596.5,10494388,1887147.5,3284637,3064963,3969849.5,56.34243128,18.53414965,Utilities, Ohio,
AXP,2014,1438.6,8981,1953.6,22346369,17965127.5,4119561,7232965,5343539.5,11906039.5,69.17392642,70.10623301,Financials, New York,
AIG,2014,1901.4,16361.2,1384.8,28101411.5,16649132.5,5724919.5,9445384,9112896.5,10856309,39.82290611,32.32967184,Financials, New York,
AMT,2014,184.9784,1008.4034,267.7012,10475226,7550126.5,1550034.5,3978505.5,3893453.5,4712502.5,38.92285708,81.59912719,Real Estate, Massachusetts,
AWK,2014,96.66,744.027,-11.9758,5083531.5,3885691,1230002.5,2418836.5,1506806,2932903,68.05316028,64.61407011,Utilities, New Jersey,
AMP,2014,383,3049.8,501.4,8284100,6743000,1349200,6955501.5,6638934,7605501.5,26.9341269,52.09184804,Financials, Minnesota,
ABC,2014,15.3074,30631.5458,408.9208,7499861,6059927,1019953,2795096,2508375,3421634,29.04017072,1.517111312,Health Care, Pennsylvania,
AME,2014,144.0256,992.8864,167.604,3566697,2960062,667901,1869621.5,1497984.5,2600249.5,7.109187109,2.727272727,Industrials, Pennsylvania,
AMGN,2014,1235.8,5014.8,1894.2,23513150,16599730.5,4999904.5,7184269.5,6224726,8389433,56.70397593,61.55169773,Health Care, California,
APH,2014,175.4,1318.24,166.1032,0,0,0,2725237.5,1729819,3365237.5,24.41623052,11.22707508,Information Technology, Connecticut,
APC,2014,-504,4361.6,-266.4,17906745.5,14048358,3165925,6803823.5,6106984.5,7513342.5,27.6549977,0.790677332,Energy, Texas,
ADI,2014,157.33,716.19325,173.40575,6893950,5170585,1378888,2723465,2551962,3193465,73.14522326,56.59530074,Information Technology, Massachusetts,
ANDV,2014,167.2,10149.8,148.6,13422813.5,11433206,1817711,3188920.5,2152363,3735450.5,33.64509635,3.275425698,Energy, Texas,
ANSS,2014,66.1238,234.4082,85.9088,6087806,4986662.5,1079609.5,1596334.5,1046227,2243784.5,15.50484702,24.13565296,Information Technology, Pennsylvania,
ANTM,2014,543.58,18355.16,537.82,16431455.5,14037594.5,3918764,5700367.5,4107281.5,6447484.5,71.51756368,47.99833357,Health Care, Indiana,
AON,2014,350.4,3050.8,396,21185524,17711188.5,4762006,6525383,5343861,7625383,56.73718982,46.47359645,Financials, United Kingdom,
APA,2014,-1045.8,3334.4,-257.8,25544308,14757199.5,3944557.5,6508595,5459940,7062793.5,45.23358677,29.21482395,Energy, Texas,
AAPL,2014,11115.5,49950,14990.5,141338939,110002996,20000900,23498143,23455639,24445739,7.654219972,72.7395326,Information Technology, California,
AMAT,2014,268,2268,389.75,4614000,4614000,2038800,11739967,8547991,12314967,86.35897953,89.80969086,Information Technology, California,
APTV,2014,329.8,3936.2,406.2,20553251,16033357.5,4235032,5401864,4398509,6646416.5,49.69758065,35.66715543,Consumer Discretionary, Kent, United Kingdom
ADM,2014,524.4,21068.8,830.4,10235787,8698390,2810856,6461090.5,4770342,7731510.5,5.201730766,29.31873815,Consumer Staples, Illinois,
AIZ,2014,115.9446,2558.9452,118.9512,10602971.5,7191396,1750761,4011461,3727269.5,4582086,49.51122979,27.49758048,Financials, New York,
T,2014,2648.6,33122,2535.4,30955280.5,24492924,5876052.5,8552508.5,8020538,9292091.5,48.1467144,79.34749278,Telecommunication Services, Texas,
ADSK,2014,31.05,608.55,141.3,10068893,8648864,1058061,1351201,1052679,1947085,77.75233544,93.52971023,Information Technology, California,
ADP,2014,362.8,2622.56,425.8,6039865,5291998,1121800,2502273,2450971,3032776,72.17187148,53.30038931,Information Technology, New Jersey,
AZO,2014,272.492,2410.49975,227.9725,145158,135108,32039,2164630,1589486,2709015,55.70105931,47.59735679,Consumer Discretionary, Tennessee,
AVB,2014,187.1558,415.8462,-140.6782,12464251,9797591.5,2131214.5,3103820,2377613.5,3584108.5,21.09552178,64.97752377,Real Estate, Virginia[5],
BLL,2014,118.9,2113.36,187.88,3120791.5,2675910,452163,2056898,1586960.5,2642349,98.48484848,86.36363636,Materials, Colorado,
BAC,2014,1654.4,23919,12891,36407286.5,26766483.5,8495024.5,8513847.5,6501595.5,14044125.5,16.47997557,91.83986521,Financials, North Carolina,
BK,2014,621.2,3948.4,573.8,23359864,15760279,6113321.5,9555151.5,5913534,10555151.5,55.41082048,84.34138212,Financials, New York,
BAX,2014,564.6,3375,559.75,12244602,9578913,2338605,6247750,4336950.5,6973790.5,81.65315296,98.48288869,Health Care, Illinois,
BBT,2014,542.8,2502.2,802.5,4968049.5,3693340.5,837820.5,5009770,4482713.5,5672895,26.49504633,20.12477747,Financials, North Carolina,
BDX,2014,284.2,2099.4,267,9368544,7755424,1861313,4349461,2809431,5070461,84.69519704,96.67252224,Health Care, New Jersey,
BBY,2014,251.75,10038.75,248.5,16111383,13405219,3131454,6374433,3570079,7299433,95.4221795,94.71069003,Consumer Discretionary, Minnesota,
BIIB,2014,678.4252,2333.8398,688.9304,24540974.5,19893354,5197885.5,6042177,4762996,6707890.5,80.56145996,70.71821336,Health Care, Massachusetts,
BLK,2014,827,2771.6,830.6,36544465.5,28716749,9928468,10150710.5,5821071,18071960.5,21.19144672,80.23248607,Financials, New York,
HRB,2014,116.76425,757.7435,135.84125,7041792,6041724,1000040,1929894,1274817,2504894,16.65325672,22.93162709,Financials, Missouri,
BA,2014,1335.8,22909.4,1472.8,19807056,16061889.5,5029164.5,11099711,8610641.5,12071463,12.8041958,53.92307692,Industrials, Illinois,
BKNG,2014,559.966,1996.6248,661.9758,19000054.5,17000055,3999907,5109358,5109255,5431858,8.697122256,0,Consumer Discretionary, Connecticut,
BWA,2014,159.44,2038.1,64.28,12208645,9473070.5,2611371.5,5009753.5,3198906.5,5680486,21.05021994,19.00659824,Consumer Discretionary, Michigan,
BXP,2014,106.932,594.6394,30.5872,20279178.5,17381483.5,3556532,4051361,3923420.5,6338988.5,39.70420936,79.61132,Real Estate, Massachusetts,
BSX,2014,-2.2,1843.6,245.4,11438920,9169379.5,1606633,3036391,2071074,3565215,63.24662945,90.61269193,Health Care, Massachusetts[6],
BMY,2014,546,4064,766.4,35098667,26287570,5588915,9060344,7044514.5,9966150,74.86491058,75.84882307,Health Care, New York,
CHRW,2014,108.5326,3324.5898,128.6834,3157003.5,2442702.5,413654,1407390,1327349,1617390,10.43747878,8.336804521,Industrials, Minnesota,
CA,2014,206.8,1102,272.2,11020459,6957361,2319459,5363911,3487278,6013911,91.26139032,96.53322351,Information Technology, New York,
COG,2014,36.4828,504.5742,-67.3332,10223737,9853682,2580745,3691007.5,1407294.5,4148224,31.62786817,2.154329629,Energy, Texas,
CPB,2014,223.5,2089.5,172.75,13402454,8752043,1803973,3894924,3048770,4525390,94.6309707,91.34873749,Consumer Staples, New Jersey,
COF,2014,1057.4,5965.8,2030.2,33303746,24756703.5,8104034.5,8737005,5417792.5,10163735.5,54.50901464,54.71070149,Financials, Virginia,
CAH,2014,276.4,23233.6,456.2,9203270,8403322,1469988,3361208,2812136,4008907,24.19558165,58.71898798,Health Care, Ohio,
KMX,2014,138.35725,3457.72675,-310.24075,2963280,2236915,430977,2354669,2350523,2924899,41.01357972,40.30671083,Consumer Discretionary, Virginia,
CCL,2014,303.75,3970.75,211.75,17149167,10603782,3527992,5546683,5339887,6484683,0,59.24132902,Consumer Discretionary, Florida,
CAT,2014,939.6,13917.2,1195,129030,129030,0,7658519,6301981.5,8290633,20.63396066,42.63535447,Industrials, Illinois,
CBRE,2014,119.8298,2256.7538,185.1606,12514795,8294890,2459966.5,3635441.5,3332590.5,4365441.5,73.15773285,75.77560755,Real Estate, California,
CBS,2014,685.8,3475.4,301.6,30281591.5,29306629.5,6049900.5,25235116.5,9689121.5,42110918.5,24.16373516,30.81830651,Consumer Discretionary, New York,
CELG,2014,442.86,1885.26,636.22,10679667,8208188.5,2543283,8370026,7352134,8946692.5,49.83713917,41.5073975,Health Care, New Jersey,
CNP,2014,144.8,2282,26.4,7105703.5,5415357.5,2005165.5,2132411,1676922.5,2563661,30.52365325,25.57972503,Utilities, Texas,
CTL,2014,202.2,4514.6,491,14264115.5,12142246.5,2511768,3623519.5,2309950,4348519.5,43.14772034,38.17994505,Telecommunication Services, Louisiana,
CF,2014,343.22,1213.9,-110.66,3069813.5,2240625.5,439574.5,1827365.5,1620598,2334865.5,1.270546747,0,Materials, Illinois,
SCHW,2014,328,1523,541.2,9285057.5,7058441.5,1914120,4728666.5,2856064.5,5228666.5,76.89612438,20.05990001,Financials, California,
CVX,2014,4834.2,48826,-1018.6,12047513.5,9536475.5,2383985.5,10132654.5,7874748.5,11601925.5,30.0789531,15.79771348,Energy, California,
CMG,2014,104.9992,990.4832,101.2562,11543812.5,9951562.5,3980625,25075128.5,9391236,26275128.5,55.85923408,48.81600087,Consumer Discretionary, Colorado,
CB,2014,770.2,4857.4,1156.4,14345753,11898811,2495649.5,3457418.5,2785524,6495918.5,5.065813806,54.29084677,Financials, Switzerland,
CHD,2014,101.22,824.04,111.2,0,0,0,1493928,1004877.5,2036844.5,8.585858586,11.11111111,Consumer Staples, New Jersey,
CI,2014,492.6,8578,434.4,11792259.5,8713926,1557508,3229865.5,2901517,4942397,22.38521521,55.82123643,Health Care, Connecticut,
XEC,2014,142.8062,589.7326,-124.0252,18085128,12341482,3331718,4232373.5,3801334.5,4692986.5,7.013742056,10.31834766,Energy, Colorado,
CINF,2014,129.4,1223.4,224,1771753.5,1239861.5,364686,1929464,1437009,2788366,7.893558672,23.94934544,Financials, Ohio,
CTAS,2014,110.5865,1117.711,124.1105,5625552,5194704,1281136,1782137,1281488,2389137,81.8318936,35.12443439,Industrials, Ohio,
CSCO,2014,1921.25,11825.5,2732.25,44194741,30438374,8899834,10370847,10134631,11195847,95.6449238,92.30456484,Information Technology, California,
C,2014,1953.2,22485,12576.2,27604989.5,19776519.5,7108861,9607659,8168350,15996748.5,81.38630652,82.68278806,Financials, New York,
CTXS,2014,78.0734,789.0552,226.2772,23514012,16345281.5,4739780.5,5194258.5,3988042,6059883.5,77.55433125,56.0482969,Information Technology, Florida,
CLX,2014,127.4,1373.6,139.2,4866010,3625439,462786,1775001,1621953,2309673,65.65656566,58.08080808,Consumer Staples, California,
CME,2014,264.04,759.9,300.34,9630774,6939971.5,2421397,3758964.5,2389719,4758964.5,54.44056516,69.04461636,Financials, Illinois,
CMS,2014,115.8,1783,-69,6774432.5,4993628,883833.5,2216580,1386711.5,2901580,87.63883704,67.16402222,Utilities, Michigan,
KO,2014,1761.6,11407.6,2022.8,15386240.5,12085252.5,3400150,7891666,6553887,8659876,90.75369962,69.60090886,Consumer Staples, Georgia,
CTSH,2014,352.7178,2523.6236,331.8672,24957619,20430039,5360062,6281591,5569680.5,6868341,94.6745932,83.03239857,Information Technology, New Jersey,
CL,2014,548.8,4327.6,625.8,7003071,5436607.5,983585,4545244.5,4424146.5,5376348.5,45.45454545,36.86868687,Consumer Staples, New York,
CMCSA,2014,2058.6,17140.2,1960.8,22461402,18372657.5,6308680,29335117,19504609,32036342,81.93160915,46.87168305,Consumer Discretionary, Pennsylvania,
CMA,2014,142,658.6,192.6,5707505.5,4405012,617215.5,1382774.5,1316635.5,1970928.5,84.35788716,75.80008357,Financials, Texas,
CAG,2014,100.6,3939.425,240.55,5704282,4170354,766964,1830870,1724617,2420774,49.8817267,77.83833263,Consumer Staples, Illinois,
CXO,2014,128.7928,673.9118,-186.0152,19613100.5,14928784.5,3795188,3864847,3216477.5,5154847,13.87790124,10.83072358,Energy, Texas,
COP,2014,1871.2,13155.6,-139,16110972,11929491.5,3021968.5,9314971.5,7935142,10381422.5,89.37762808,32.27105971,Energy, Texas,
ED,2014,264.8,3157.4,149.8,8916358.5,6733778.5,1559425,3583685,2471550.5,4202027,42.34039221,67.05163428,Utilities, New York,
STZ,2014,195.475,1490.75,67.075,12558294,9938006,2782621,5324163,4131172,6515499,18.42732323,10.862557,Consumer Staples, New York,
GLW,2014,578.6,2334.2,916,5608685,4503398,1440897,5124429.5,4721241,7473231,58.92532763,32.33039538,Information Technology, New York,
COST,2014,532.25,28622.25,549.75,17099940,12077580,4783200,4882527,2632954,5622927,20.48780488,10.3713969,Consumer Staples, Washington,
CCI,2014,73.3938,874.2728,211.6248,11697619,9233799.5,2027327.5,2707852,2686424.5,3188258,3.769392517,32.66837247,Real Estate, Texas,
CSX,2014,481.75,3167.25,223.5,14422551,10941243,1989315,3490994,3025546,4040994,70.15012964,74.85998374,Industrials, Florida,
CMI,2014,416.6,4761.8,404,5420688.5,4122436,789939.5,3762419.5,3566851.5,4437419.5,80.51818838,86.9735715,Industrials, Indiana,
CVS,2014,1181.8,34439.4,1377,16402000,13964530.5,4437512,10897361,7268308,11706736,18.54767184,24.85033259,Consumer Staples, Rhode Island,
DHI,2014,135.22,2065.5,-180.42,6874000,6874000,2946000,8406748,2822673,9306748,6.060606061,14.60055096,Consumer Discretionary, Texas,
DHR,2014,677.54,4964.86,837.3,23698211.5,16505993.5,4513307.5,8923849.5,8060612.5,9632474.5,30.60606061,46.06060606,Health Care, D.C.,
DRI,2014,166.65,1605.85,37.4,4608673,3253588,857197,3176996,2052274,3606827,43.76116957,71.93173805,Consumer Discretionary, Florida,
DVA,2014,187.0784,3171.663,190.834,3762244,3474520,688229.5,8171781.5,6468161,8954474,7.513158032,54.48289039,Health Care, Colorado,
DE,2014,790.425,9016.7,216.65,11295946,9042345,1223406,4881598,4876360,5537745,69.78805425,78.98054989,Industrials, Illinois,
DAL,2014,1827.6,9887.6,575.4,23229225,17598921.5,4670160.5,8330393,5252375.5,8927268,75.90281985,58.18820386,Industrials, Georgia,
XRAY,2014,79.4598,735.2394,118.7062,4895893.5,4173819.5,1090910,2251978,1783708,2860978,45.56882987,17.33079818,Health Care, Pennsylvania,
DVN,2014,362.8,4090.6,-1514.2,11472163.5,8903739.5,2232507,4798670.5,3703208,5239805.5,27.79965812,34.8808257,Energy, Oklahoma,
DLR,2014,50.9778,399.4738,-72.6798,12052273,8891076.5,2891082,3917426.5,2370783.5,4380218,21.09552178,23.00728747,Real Estate, California,
DFS,2014,585,2402.6,921.8,24714785,18049476.5,3549982,4909376.5,3248671,5659376.5,54.98795886,65.78372669,Financials, Illinois,
DISCA,2014,285.6,1560.4,302.8,55326978.5,52968231,2238914.5,6606809,5021847,7727564.5,13.84785609,44.553992,Consumer Discretionary, Maryland,
DISCK,2014,285.6,1560.4,302.8,55326978.5,52968231,2238914.5,6606809,5021847,7727564.5,13.84785609,44.553992,Consumer Discretionary, Maryland,
DISH,2014,246.5462,3557.0636,334.807,7106839,6888439,252975,2067616.5,608094,2412088,17.15048204,0,Consumer Discretionary, Colorado,
DG,2014,258.03675,4616.1185,227.5085,5942930,4691782,625574,1300254,1172624,1920432,62.27893518,27.26156818,Consumer Discretionary, Tennessee,
DLTR,2014,151.45,2090.375,128.675,8883257,6843158,1749799,2599503,1863771,3338349,28.43937163,44.18523064,Consumer Discretionary, Virginia,
D,2014,348.2,3124.2,-911.2,8964424.5,7416915,1519414.5,4582240,3767700,5312377,63.01627542,34.36358972,Utilities, Virginia,
DOV,2014,193.8396,1907.73,237.5882,3471548.5,2837153.5,531265.5,3130788,2445647,4495788,38.18365474,73.63133831,Industrials, Illinois,
DPS,2014,171.8,1516.8,206.8,8790721,7010825.5,1130935.5,2131470,2100174.5,2695124,65.48927844,45.67460588,Consumer Staples, Texas,
DTE,2014,205.8,2966.8,-58,11000722,8824850,1568492,3408408.5,3056051,4022081.5,70.57372854,29.48183507,Utilities, Michigan,
DRE,2014,64.1034,263.8038,-86.7848,4554200,3552625,691875,1702341.5,1173373,2125553.5,56.678748,45.6655489,Real Estate, Indiana,
DUK,2014,514.2,5235.4,138.2,12659667,10108517,2725304,4150736.5,2292595,5408236.5,68.1784679,4.287018064,Utilities, North Carolina,
EMN,2014,219.4,2358.4,228.6,7622194,6261163.5,1508043.5,3090071,2428573,3814877,50.45521247,74.25086127,Materials, Tennessee,
ETN,2014,454.4,5615.8,375.2,5878058,4488965.5,1319102.5,7189076.5,6262753,7945830,82.64069264,52.88119288,Industrials, Ireland,
EBAY,2014,179.2,3473.6,1254.2,34471022,24314764.5,7018242,10051049,7778513.5,10972683.5,83.94774473,73.8567746,Information Technology, California,
ECL,2014,297.98,3568,299.16,6534755,5343472,999374,3536730,3114302.5,4209230,34.29893186,57.13895752,Materials, Minnesota,
EIX,2014,410,3271,-54.2,4126079,3705653.5,585124,3782056,2796536.5,4380408.5,30.72905804,32.01788652,Utilities, California,
EW,2014,177.24,571.78,206.12,4707427,3933223.5,881525.5,4660018.5,2153503.5,5351409.5,77.56013348,13.49443652,Health Care, California,
EA,2014,107.8,1052.2,345.6,13248700,12987500,3896250,5892486,4717233,6614601,22.49305288,23.47073466,Information Technology, California,
EMR,2014,534.4,6024.8,681,649600,649600,0,5547612,2776272,7097612,55.52910053,17.48917749,Industrials, Missouri,
ETR,2014,222.3216,3037.3654,201.0424,7663088,6303076.5,1664625,3226788.5,2623642,3817266.5,55.72849317,61.79866619,Utilities, Louisiana,
EOG,2014,699.1362,4085.009,139.6848,19963323,16569373,4686449,7874007.5,5101227.5,8657084.5,22.96966326,7.12975647,Energy, Texas,
EQT,2014,100.434,581.453,-276.943,8768882.5,6900304,1783892,3725334,3564744.5,4193199.5,61.90819835,52.94132261,Energy, Pennsylvania,
EFX,2014,88.82,602.98,139.98,13550824,11573283,4106184.5,4738099,2238748,5163753,22.87895928,7.047854107,Industrials, Georgia,
EQIX,2014,-42.872,601.6906,-14.4896,19746577,15337009.5,3398560.5,3845506,3376870.5,4268150.5,33.53440455,60.23307588,Real Estate, California,
EQR,2014,148.4568,650.7764,14.815,10884860.5,8371446,1974175,2976648,2490818,3576648,60.21288916,32.66578865,Real Estate, Illinois,
ESS,2014,31.8556,225.5286,-60.1764,2966770,2042120,537400,1018393,943724.5,1430547.5,5.162336331,9.851071306,Real Estate, California,
EL,2014,313.44,2793.86,377.42,14646387,10916740,3024642,8322337,6695742,9322337,34.84848485,44.44444444,Consumer Staples, New York,
ES,2014,199.3888,1903.917,30.355,8406912,7042762.5,1150569.5,2916975.5,2592417,3496172,77.93522691,47.84496078,Utilities, Massachusetts,
RE,2014,312.7588,1461.5422,317.4236,10508062.5,9114785.5,1117236,3234363.5,1449246.5,3960229,7.893558672,1.75130121,Financials, Bermuda,
EXC,2014,423.6,6720.6,-278.6,23759687.5,18232242.5,3844858.5,4885439,4486350.5,5694679.5,82.15092409,90.95220126,Utilities, Illinois,
EXPE,2014,98.5628,1383.1,150.6384,499967.5,499967.5,0,4158572,3424969.5,6421152.5,17.74234737,49.2849017,Consumer Discretionary, Washington,
EXPD,2014,92.0768,1638.116,81.7454,0,0,0,5058707.5,4530125.5,5158707.5,18.65382639,61.01344875,Industrials, Washington,
ESRX,2014,501.9,25333.7,1379.82,14500595.5,11173333,2950000,4788907.5,4319729.5,5785942.5,42.49407028,22.39044304,Health Care, Missouri,
XOM,2014,8174,92374.2,2789.2,55951175,40038281.5,10090178,11844868.5,11223388.5,15035618.5,81.94803266,49.27972359,Energy, Texas,
FFIV,2014,80.0518,438.9678,140.47,14503844,10510758,2154330,2646910,2548714,3153791,9.24475998,17.02351295,Information Technology, Washington,
FB,2014,689,3010.2,874.8,49667118.5,36428792.5,11433763,11442479.5,10255087.5,12553397.5,0.553985501,9.445702248,Information Technology, California,
FAST,2014,118.6758,909.4534,69.9568,0,0,0,558439.5,524174.5,1008653.5,29.03242956,12.32551075,Industrials, Minnesota,
FRT,2014,38.5982,169.9872,-15.5154,8808395.5,8808395.5,1448467,1734645,1294338.5,2147145,14.77209652,33.1670544,Real Estate, Maryland,
FDX,2014,618.5,11690.75,267,2376099,1822031,554068,5566801,4406514,6508897,57.57381147,88.6476754,Industrials, Tennessee,
FIS,2014,150.2,1597.42,272.04,11175895.5,9442765,3088981.5,9240952.5,5667039,10165952.5,44.01193373,1.059196251,Information Technology, Florida,
FITB,2014,376.8,1641.6,489.4,7719591.5,5642256.5,1445611,3441091.5,2327016,4143416.5,52.9558117,26.4622519,Financials, Ohio,
FE,2014,88.2,3736.4,-183,14445416.5,11530682,1861511,3981364,3186541.5,4708857,3.688517465,6.911575739,Utilities, Ohio,
FISV,2014,195,1265.8,261.6,3572588,3072552,900051.5,3155970,2041997.5,3463053.5,18.24418071,24.50813512,Information Technology, Wisconsin,
FLIR,2014,45.7992,386.1946,51.0184,5445309.5,4035551,1351978,2146871.5,2137399.5,2607218,12.4002623,2.708824997,Information Technology, Oregon,
FLS,2014,130.891,1253.465,159.269,10538657.5,9644757.5,3281683.5,4197905,1929379.5,4876535.5,53.29031138,34.01957411,Industrials, Texas,
FLR,2014,135.5332,5564.6162,57.3396,11003144,8421957.5,1537492,3252432.5,2621131,3998897,48.12207645,20.04073635,Industrials, Texas,
FMC,2014,66.92,729.06,33.1,2740942,2240118,527632,1819158.5,1466227,2103203,82.21044714,19.06584036,Materials, Pennsylvania,
F,2014,859.4,36329.4,1084.2,25546455.5,19439973,5171241.5,13333662.5,10610136,15444912.5,67.6111767,66.35182999,Consumer Discretionary, Michigan,
BEN,2014,590.14,2111.14,528.24,20400000,17700000,4350000,7500000,3900000,8025000,15.37998179,74.21512059,Financials, California,
FCX,2014,-120.2,5464.6,-170.2,12757083.5,11229559.5,2921502,7418714.5,5538518,8483298,50.39243005,16.47841303,Materials, Arizona,
GPS,2014,312.5,4075.5,293.75,26083610,21478563,4248819,7717842,4813019,9124297,87.66196523,77.43893666,Consumer Discretionary, California,
GRMN,2014,91.053,717.6645,112.343,1352372,977692,191927,611916,362814,1139183,32.94988345,34.82983683,Consumer Discretionary, Switzerland,
GD,2014,605.6,7779.8,941.8,11572493.5,9237374.5,1471787,3460988.5,3156084,4918663.5,20.6993007,26.13286713,Industrials, Virginia,
GE,2014,3687.8,33981.2,6384.6,8802674,8802674,3076000,14559740,9457334,19002448,90.3030303,78.78787879,Industrials, Massachusetts,
GGP,2014,148.6094,641.245,-109.2946,0,0,0,3648877,3424399,4398877,31.32466583,18.67814376,Real Estate, Illinois,
GIS,2014,376.625,4410.45,420.75,7988949,5870258,1265811,3227424,3084239,3880841,63.12851725,88.06496987,Consumer Staples, Minnesota,
GM,2014,997.8,39282.8,848.6,31111231.5,21535428.5,6607979,7210574.5,6311558.5,7933680.5,55.58835104,35.28138528,Consumer Discretionary, Michigan,
GPC,2014,172.3506,3771.8896,172.3586,2683496,2161840,569630,2054705.5,1497094,2601281,10.8149745,33.95432717,Consumer Discretionary, Georgia,
